CIN,COMPANY_NAME,Change_Type,Field_Changed,Old_Value,New_Value,Date,STATE
U74999MH2019PTC320154,NEUTRIM ENGINEERING SERVICES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U92190MH2003PTC142900,MEGA DREAMS ENTERTAINMENT PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U45200MH2009PTC193976,B H CONSTRUCTION PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74999MH2022PTC389168,STARBRAIN PLACEMENT & CONSULTANCY PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U30007MH1997PTC107910,RELIABLE COMPU SERVICES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U01100PN2019PTC183920,LAGRACE AGROWORLD PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U32107MH1988PTC046255,LSHOP ELECTRONIC PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U70200PN2025PTC237557,MAA SHAKAMBHARI MANAGEMENT SERVICES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U45202MH2008PTC186541,AIM ONE INFRA-ENGINEERING PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U29219MH2010PTC206616,SANIYA ENVIROSYSTEM PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74999PN2016PTC158202,RENOVATIO TRADERS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74999MH2018OPC306938,GBK FOOD SOLUTIONS (OPC) PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U01403MH2013PTC245010,TRINITY AGRO SOLUTIONS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U66000MH2012PTC238065,N. T. ANGARKHE SERVICES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U72900MH2009PTC190810,ISKCON SYSTEMS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U51200MH2017PTC299165,PLUSPOINT GOLD TRADING PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U62011MH2025PTC440627,BYTELEET SYSTEMS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U24233PN2014PTC150674,CROP EXPERT FERTILIZERS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U99999MH1984PTC032241,GIBRALTAR TRADERS PVT LTD,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74999MH2021PTC367668,NORTHERN FLASH MANAGEMENT CONSULTANTS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U17110MH1988PLC048604,PRIYANKA TEXTURISING LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74990MH2009PTC191553,BLUESTREAM INDIA ADVISORY PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U24244MH2005PTC157851,RENAISSANCE PARFUMS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U51909MH2023PTC397329,FERROUS TRADELINK PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U30304PN2024PTC234119,BRAHMAND EXPLORATION PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U45200MH1995PTC086188,LORETTO CONTRACTORS AND DEVELOPERS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U92190PN2016PTC167726,AR EFITNESS SOLUTIONS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74999MH2020PTC348406,RNSA ADVISORY SERVICES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U51100MH1943PTC003967,JHUN JHUNWALA SONS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U70102MH2010PTC202420,CHANDRABHAL REALTY PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U64202MH2007PTC172376,NORTHSTAR TELECOM SERVICES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U20299MH2024PTC432949,PCPI GLOBAL PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U51909MH1995PTC094375,ACME TRADE AND SERVICES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U72900PN2020PTC193081,AIVA MARTECH PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U51900MH1989PTC051909,SREEPADA TRADING COMPANY PRIVATE LIMITED.,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74900MH2015PTC264349,NYSA ALEXIS HEALTHCARE PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U45200MH2008PTC184253,SHREE DATTA KRUPA LAND DEVELOPERS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U93290MH2023PTC413501,ADEPTTECH INFOHUB PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74999MH2010PTC209193,VANI ARTS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U67120MH2000PTC123725,PRANDHAN STOCKS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U46209PN2024PTC233439,TULJAPUR TRADING HOUSE PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U52100MH2013PTC247403,INFINTY HR CONSULTANT PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U45200MH2005PTC154845,3S ENTERPRISES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U45202MH2010PTC202286,ISLAND CITY REALTY PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U51909MH2018PTC312705,ARADHTECH INDUSTRIES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U70100MH2005PTC155577,LIGHT HOUSE BUILDERS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U67190MH2010PTC210718,BAJPAI CAPITAL ADVISORS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U15400PN2014PTC152165,VISHVSAI ROLLER FLOUR MILLS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U29309PN2019PTC184027,RUNFLEX TRANSMISSIONS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U30008MH2019PTC321999,GEOSTEP IT INDIA PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U51909MH2019PTC331340,ASTRO INDUSTRIES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U85195MH1997PTC111750,PIONEER DIAGNOSTICS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U45202MH2021PTC373895,GARUDAA LIFESPACES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U51109MH1962PTC012464,NAV AGENCY PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U45400MH2012PTC238718,PAWAR TECHNOBUILD PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U93190MH2023PTC407127,HYPESQUAD STUDIOS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U45200MH2002PTC137063,SAUBHAGYA REALTOR PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U63030MH2021PTC371797,SHIDDHIVINAYAK LOGISTICS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74300MH1981PTC024112,LEO BURNETT (NEW DELHI) PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U51909MH2003PTC142134,OCEAN MARKETING SERVICES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U67120MH1994PTC082464,AMDINI FINANCE AND SECURITIES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74900MH2012PTC227121,FINETECH ALLOYS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U70109PN2020PTC196574,ENA REALTY PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U45206MH2008PTC179581,POURNIMA REALITY PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U45201MH2014PTC252163,CONCORDE BUILDCON PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U85100MH2018NPL317742,GAUTAM BHANSALI'S GOLDEN HOUR FOUNDATION,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U70100MH1988PTC048311,PRAGATI PROPERTIES AND TRADERS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U22219MH2011PTC225461,RANJAN SHANDILYA PRODUCTIONS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U24304PN2017PTC173026,METROLITE POLYCHEM PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U15132PN2009PTC134004,UJWALA FOODS & BEVERAGES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U92120MH2008PTC185526,IVIEW MOTION PICTURES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U67100MH2010PTC199173,VISHNU GILTS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U25200MH1990PTC058203,GRIP TIGHT PACKAGING (INDIA) PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U27320MH2023PTC412874,DIVYRAJ ENTERPRISE PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U35301MH2024PTC434342,KANZARA POWER PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U80902MH2020PTC345138,TEACHERA PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74900PN2008PTC132032,SEW SURFACE COATING PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U92100PN2012PTC145762,TRISHA PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U65990MH1996PTC100146,NASHPACK INLEASE PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U52110MH2021PTC359558,VERTEX SALES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U30007MH1993PTC075766,COMPUWIZ INDIA P.LTD.,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U01400PN2015PTC154414,MAA KELADEVI COLDSTORAGE AND AGROFARM PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U65990MH1991PTC061972,KHATAU CAPACITORS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74999MH2022OPC377352,ULTISOUL (OPC) PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U46901MH2023OPC409441,PARASHIINFOTECH (OPC) PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74140PN2019PTC186180,PRECISE ANALYTICAL & INNOVATION SERVICES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U55101MH2011PTC215564,UNA HOTELS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U25999MH2025PTC441788,NILSAM METALS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74999PN2016PTC165609,SAI LEANTECH ENGINEERING PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U99999MH1997PTC105222,KGN FINANCE AND INVESTMENT PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U29149MH2018PTC310609,DARCS TECHNIQUES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U85300MH2022NPL389117,RADIANCE MEDICAL RESEARCH FOUNDATION,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U52399MH2019OPC328686,LOVEYOURZ (OPC) PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74120MH2016PTC272563,UNITY LOGISTICS AND SHIPPING (INDIA) PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U01110MH2020PTC345108,SHATAVARI AGRO SHETKARI GAT PRODUCER COMPANY LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74210MH2005PTC157276,BENTEL ASSOCIATES REALTY DESIGN CONSULTANTS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U29308MH2021PTC357529,GLOBALSUN POWER TECHNOLOGIES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U46497MH2023PTC407183,ZOLOCRUST LABORATORIES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74110MH1994PTC080046,DYNOVO GLOBAL SOLUTIONS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U80300MH2022NPL388035,MEGHA STAR SPORT ASSOCIATION,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U62013PN2024OPC229359,SOFTTECH WORKS (OPC) PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U65990PN2018PLC174671,SWAYAMSIDDHI URBAN NIDHI LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U55101MH2005PTC154725,"UNIQUE MOTELS, HOTELS AND RESORTS PRIVATE LIMITED",DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74300MH2006PTC158839,VIKAS GAITONDE DESIGN PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74999PN2016PTC164932,APEX DAIRY TECHNOLOGY INDIA PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74900PN2011PTC139120,BIO MAGIC MULTITRADE AND DISTRIBUTORS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U01100MH2022PTC395046,UKHLAI ANNA PRAKRIYA FARMER PRODUCER COMPANY LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U99999MH1986PTC041934,NEW BOMBAY CONSTRUCTION COMPANY PVT. LTD.,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74999PN2017PTC168952,KALBHAIRAVNATH TOURS & TRAVELS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U17226PN2009PTC133933,ARSH RUGS & HANDICRAFTS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74210MH1998PLC117543,FROMHERZ SHELTERS LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U42909MH2025PTC440676,J&J MASTERBUILD PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U01639MH2025PTC443403,GHIGE BROTHERS FARMER PRODUCER COMPANY LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U01100PN2020PTC190096,TENZEN AGRI PRODUCER COMPANY LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U63000MH2020PTC344577,AL KAREEM HAJJ UMRAH TOURS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U15549PN2016PTC167458,CEPA AGROTECH INDIA PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U17120MH1990PTC057833,MASTER SYNTEX PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U92100PN2010PTC137975,RED CHILLIES EVENT MANAGEMENT PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U92490MH2021PTC365181,AAA MULTIMEDIA PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U63030MH2006PTC162493,MIDEX AIRLINES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U36100MH2005PTC155916,BOUNCE INNOVATIONS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U35202MH1994PTC076967,APTE AUTO SERVICES PVT LTD,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U01400PN2009PTC134800,KALPATARU EMU MANAGEMENT & PRODUCTS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U45500MH2018PTC313858,DOUNDE LALWANI INFRA PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U72900MH2010PTC205754,V S INFORMATICS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U51909MH2022PTC390389,MEDYARD TREXIM PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U64920MH2024PTC431114,BISHNU MICRO FINANCE PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U64200MH1990PTC058805,DOSHI STEELS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U92100MH1983PTC029680,MAHESHEKA FILMS PVT LTD,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U15400MH1986PTC041532,CHAUDHARY SUGAR MILLS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U45203PN2021PTC207306,GEOMETRIC ENGINEERS DESIGN PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U99999MH1953PLC009022,PEACEFUL PICTURES LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U65929MH2020PLN344994,SJ ARBAN MULTIPLE NIDHI LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74999PN2017PTC170307,SAPIENT INSTRUMENTS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U47890PN2024PTC236009,HANITTON OVERSEAS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74899MH1994FTC213883,DISTANT FRONTIERS TOURS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U99999MH1996PTC104491,MANGESH AGROTECH PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U17120MH1991PTC064415,NAVODAYA TEXTILES (INDIA) P.LTD.,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U25206MH1964PTC012838,THE BEST DIES AND MOULDS PVT LTD,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U17299MH2022PTC387057,DSR AGRO INDUSTRIES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
L99999MH1980PLC022653,MASTER CHEMICALS LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74999MH2017PTC301850,SAN SID POWER TOOLS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74900PN2008PTC132650,TOTAL DISTTRIBUTTERS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U51909MH2022PTC391163,MIHANI TRADING PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74999MH2019PTC330711,VESIUM SECURITY PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U70100MH2000PTC128162,PALSS PROPERTIES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74999MH2017PTC293992,UMK TRADING PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U51498MH2014PTC259870,MASPOLI VENTURES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U30000MH2021PTC355440,FROSTEC INDIA PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U55101MH2011PTC213243,ACCORT HOSPITALITY SERVICES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U31300MH1985PTC035759,VIDYUT CABLES PVT LTD,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74994MH2020PTC338207,WEETOO ECOM PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U99999MH1986PTC040014,VAISHNO LEASING AND FINANCING PVT. LTD.,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U52100PN2016PTC158808,ORGMARK ORGANICS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U50102MH2015PTC271452,KAVISH AUTOMOBILES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U24300MH2022PTC379489,BSVR HEALTHCARE PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U55200MH2019PTC322035,BHUTANESE FOODS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U63090MH2010PTC205666,X LOGISTICS (INDIA) PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U72200MH2002PTC136755,NAGINA COMPUTERS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U99999MH1973PLC016622,SWASTIK HOUSEING AND INDUSTRIAL PRODUCT PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U20237MH2024PTC417799,WISECAPE MANUFACTURING PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U73100PN2022PTC216391,TECHDAWN INNOVATIONS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U80100MH2021NPL359065,ZYLO INTERNATIONAL FOUNDATION,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U67120MH2007PTC175290,FORESIGHT TECHNICALS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U24110MH1997PTC109306,ALPHA CHEMICALS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74990MH2019PTC319050,INHABIT INDIA PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U85100PN2019NPL181402,CHHATRAPATI SHAHU FOUNDATION,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U92100MH1983PTC029982,SUNNY SOUNDS PVT LTD,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74999MH2016NPL284755,LAC VARDAAN ASSOCIATION,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U74999MH2019PTC326881,CHIRON TECHNOLOGY PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U01403PN2015PTC156584,GAJANAN AGRO TRADE AND ALLIED INDUSTRIES PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U31100PN2022PTC214561,ECLECTUS ENGINEERING PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
U29295MH1979PTC021887,EXCEL MACHINES AND TOOLS PRIVATE LIMITED,DEREGISTRATION,N/A,ACTIVE,REMOVED,2025-10-18,Maharashtra
